caminho,label,duracao,sample_rate,zcr,rms,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\esquerda\Ana_esquerda_23.wav,esquerda,1.2,16000,0.14219263980263158,0.048546106,2188.8579150270584,-237.15234,79.670555,19.06949,21.308437,-1.5191462,-3.7477152,-12.091017,-9.995858,-14.080794,-6.304346,-8.682106,2.4791307,1.8416469
dataset\esquerda\Ana_esquerda_24.wav,esquerda,1.2,16000,0.07637746710526316,0.048349883,1382.1035848976408,-225.46921,109.77853,16.89436,32.011456,0.045829844,3.3401637,-12.834593,-9.3192625,-7.304233,0.33566785,-11.100698,0.7571936,-2.090005
dataset\esquerda\Ana_esquerda_25.wav,esquerda,1.2,16000,0.10233347039473684,0.040630076,1461.6436788351862,-338.33066,71.43574,14.04792,15.432681,6.1542015,4.4126697,-5.2585645,-3.1454844,-2.6199417,-4.777543,-10.438475,-3.8211472,-5.4394097
dataset\esquerda\Ana_esquerda_26.wav,esquerda,1.2,16000,0.10607267680921052,0.052009568,1577.9560359701907,-238.17601,103.62366,25.947718,27.525696,-0.30293456,0.8105056,-8.401894,-2.2467406,-5.931906,-4.376462,-12.592477,-1.4671056,-2.5484753
dataset\esquerda\Ana_esquerda_27.wav,esquerda,1.2,16000,0.1220446134868421,0.06653756,1784.8221669526974,-272.17456,58.531475,18.5016,31.591806,-0.671674,-2.2089517,-11.848967,-13.128629,-2.642722,-5.5315056,-13.557932,0.19360818,-4.988652
dataset\esquerda\Ana_esquerda_28.wav,esquerda,1.2,16000,0.11317845394736842,0.06396885,1633.2036605146586,-204.14607,98.326225,25.595333,36.1869,0.96505034,5.4896283,-21.250896,-7.319323,-11.91515,-4.4158454,-3.2782907,-4.23511,-1.170759
dataset\esquerda\Ana_esquerda_29.wav,esquerda,1.2,16000,0.13008840460526316,0.07276493,1617.0786394292697,-226.36377,85.89372,7.5825253,25.30939,4.879381,-1.6592302,-16.04151,-1.207481,-8.738186,-9.754977,0.21263564,-0.2600776,-2.6331012
dataset\esquerda\Ana_esquerda_3.wav,esquerda,1.2,16000,0.18296412417763158,0.18986434,2183.8219394152306,-202.28116,72.05082,9.677531,25.047277,19.101826,-29.587126,-16.804901,-12.639944,-24.620169,-16.883123,-12.738582,-13.061321,-6.6717978
dataset\esquerda\Ana_esquerda_30.wav,esquerda,1.2,16000,0.08967670641447369,0.06289494,1622.6678952109785,-213.62791,101.68772,22.977211,35.02346,-11.748905,-1.0966618,-7.5614166,-0.6791749,-6.3931837,-0.8722966,-6.498422,-2.0091877,2.9807274
dataset\esquerda\Ana_esquerda_31.wav,esquerda,1.2,16000,0.10767886513157894,0.046094887,1761.9519584597747,-205.8171,92.28512,15.907768,32.453663,-6.9901476,-1.6723503,-12.997822,-12.323935,-18.384352,0.5250722,-5.5163283,1.2924203,-1.2906773
dataset\esquerda\Ana_esquerda_32.wav,esquerda,1.2,16000,0.14342619243421054,0.06512197,1866.8021638502328,-344.12958,43.589798,27.570196,29.265123,1.8585815,-9.223648,-3.0643327,-3.2661,-6.621504,1.8935734,-16.364359,4.778042,-1.2710043
dataset\esquerda\Ana_esquerda_33.wav,esquerda,1.2,16000,0.10676655016447369,0.15014638,1759.6705245756193,-163.21967,83.127014,8.310998,21.591536,-6.241248,-16.235111,-25.887388,-10.585709,-18.82543,-11.741474,-15.138954,-2.6397216,-10.978296
dataset\esquerda\Ana_esquerda_34.wav,esquerda,1.2,16000,0.09953227796052631,0.05711792,1647.5155249158702,-228.01729,100.03933,15.699821,27.842642,7.029054,6.9633636,-13.266365,5.0372133,-6.226883,-2.8479738,8.384553,-3.4578059,-6.3219795
dataset\esquerda\Ana_esquerda_35.wav,esquerda,1.2,16000,0.120361328125,0.032544956,1722.689359630506,-249.48479,100.87888,1.644553,24.044601,-6.5200787,-5.85025,-20.490677,0.66033274,-0.32755637,1.0861949,-6.081041,-1.4265811,-9.205023
dataset\esquerda\Ana_esquerda_36.wav,esquerda,1.2,16000,0.09581877055921052,0.09383645,1534.5341403877324,-180.89317,104.38979,4.26231,12.527725,-8.389127,-22.6379,-13.357275,-3.3796632,-13.5278,-0.7123551,-5.7977686,-6.4652696,-7.6959558
dataset\esquerda\Ana_esquerda_37.wav,esquerda,1.2,16000,0.11329409950657894,0.035524383,1473.5277251932996,-341.3424,69.76858,23.069569,14.061343,0.372867,-2.3972085,-6.689212,-1.6260306,-16.65533,-5.12635,-11.647379,-3.2411962,-4.6359353
dataset\esquerda\Ana_esquerda_38.wav,esquerda,1.2,16000,0.09423828125,0.08745237,1552.0121943661088,-250.82422,70.754845,17.138437,37.88255,-1.2202102,4.801246,-8.111359,-6.7393246,-9.920722,-5.502475,-11.338742,-5.3940616,-8.074191
dataset\esquerda\Ana_esquerda_39.wav,esquerda,1.2,16000,0.18491724917763158,0.07479695,1727.4915302368368,-393.9284,29.199669,15.176021,-0.92975485,-9.915599,-0.31298968,-26.510431,-3.3176446,-12.837511,-14.755294,-7.2769966,-9.447229,-3.782463
dataset\esquerda\Ana_esquerda_4.wav,esquerda,1.2,16000,0.14577765213815788,0.107584365,1787.4627338539146,-273.04892,60.817028,25.06508,30.563091,-7.6689396,-18.89553,-7.7430267,-5.5350776,-3.2011685,-10.799045,-8.140077,3.2112277,-7.9572415
dataset\esquerda\Ana_esquerda_40.wav,esquerda,1.2,16000,0.12668328536184212,0.094481975,1383.5773029278432,-295.0592,52.257668,14.385651,-2.220123,3.4856026,-3.404431,-9.841609,0.085655615,-9.481842,-1.132917,-8.367984,-4.42711,-0.73130685
dataset\esquerda\Ana_esquerda_41.wav,esquerda,1.2,16000,0.12943307976973684,0.026278706,1364.858992879254,-498.87567,64.44672,28.867409,22.796854,11.489105,-15.843799,-24.489264,2.2251823,-1.4447122,-9.629219,-5.5289006,3.5107493,-9.517785
dataset\esquerda\Ana_esquerda_42.wav,esquerda,1.2,16000,0.08740234375,0.01760088,1385.8695013919603,-479.14905,67.81661,4.658997,27.030659,-1.5101608,-15.393008,-17.724222,-9.932128,-5.97077,-9.019335,-4.4545193,-8.862584,-6.266204
dataset\esquerda\Ana_esquerda_43.wav,esquerda,1.2,16000,0.1460474917763158,0.105811134,1572.0204087340323,-301.29318,53.327606,25.341908,18.520103,-0.38123643,-25.172663,-6.8073883,-10.152769,-13.709585,-10.742756,-5.1864552,-3.0379982,-7.337622
dataset\esquerda\Ana_esquerda_44.wav,esquerda,1.2,16000,0.17287726151315788,0.107559055,1618.8349779904456,-270.48438,47.450188,13.013557,21.99153,-4.7276034,-8.801314,-24.667374,1.9708053,-15.748548,-2.1847117,-0.557078,-7.9437947,-0.57811034
dataset\esquerda\Ana_esquerda_45.wav,esquerda,1.2,16000,0.09174547697368421,0.13121897,1356.4859879520575,-239.697,93.65713,-19.093304,45.394535,2.8441937,-9.085102,-13.060438,-3.9491355,-4.8450465,-7.351721,-19.701777,1.3262615,-8.459457
dataset\esquerda\Ana_esquerda_46.wav,esquerda,1.2,16000,0.10179379111842106,0.11356035,1575.2961350137573,-255.05255,82.87159,34.771564,38.12074,-14.141587,1.3619574,4.621075,-2.3213394,-20.16655,4.30546,-13.385063,2.8158758,-11.254366
dataset\esquerda\Ana_esquerda_5.wav,esquerda,1.2,16000,0.13299239309210525,0.05229607,1901.1810159413872,-223.9385,86.90554,26.631424,23.274155,-2.8966646,0.4717667,-10.619139,-12.18262,-4.3312874,-0.2622904,-12.260903,5.3231406,-6.489069
dataset\esquerda\Ana_esquerda_6.wav,esquerda,1.2,16000,0.0822496916118421,0.047421902,1429.1658455704262,-232.7344,111.37365,18.469608,23.670534,12.720614,5.03371,-14.169252,-0.22493796,-14.299816,-1.8138542,-13.744835,4.6229167,-6.274855
dataset\esquerda\Ana_esquerda_7.wav,esquerda,1.2,16000,0.0935315583881579,0.059425328,1402.9614032584873,-267.67563,91.13989,14.088083,20.41065,11.6646385,9.835843,-15.915192,-1.9876318,-11.431215,-1.7378173,-14.378532,4.7366643,-1.4611449
dataset\esquerda\Ana_esquerda_8.wav,esquerda,1.2,16000,0.12446032072368421,0.06886586,1849.9342630090373,-183.842,85.6542,11.904333,20.667322,4.0062523,1.4799484,-16.63098,-12.391532,-8.017127,1.4873595,-14.564481,6.398365,-8.629388
dataset\esquerda\Ana_esquerda_9.wav,esquerda,1.2,16000,0.13814504523026316,0.041883986,1858.477473151035,-213.85345,98.97351,6.1057143,12.749103,-4.974091,5.7131925,-12.675681,-3.527471,-7.462312,-7.2550445,-8.9995575,10.493452,0.6883483
dataset\esquerda\Daniel_esquerda_47.wav,esquerda,1.2,16000,0.13161749588815788,0.08476675,1860.7264552327463,-300.54355,66.21462,-2.040492,35.433685,-1.7283956,-20.290361,-5.3122544,-14.488516,-2.9427454,-0.4353723,-14.350335,2.90926,-12.480022
dataset\esquerda\Daniel_esquerda_48.wav,esquerda,1.2,16000,0.15104594983552633,0.098019145,1830.9243943815,-260.9569,73.92561,-6.291668,23.839186,-18.640944,1.6093835,-17.771185,-1.5830412,-0.73838407,2.7050276,10.429564,-4.438,0.376234
dataset\esquerda\Daniel_esquerda_49.wav,esquerda,1.2,16000,0.11630088404605263,0.052810676,1389.0834892496805,-365.90295,64.96355,13.974137,37.735413,-3.1170995,-4.5911613,-13.095676,3.459729,-2.040274,-5.227558,-3.4581423,1.7137867,3.8075678
dataset\esquerda\Daniel_esquerda_50.wav,esquerda,1.2,16000,0.08918842516447369,0.04777807,1124.861750520115,-407.60605,55.396984,20.28529,33.950954,-8.419413,-17.545782,-10.782422,-4.856672,-13.771436,-5.2124696,-8.173923,-4.3008866,-2.0673912
dataset\esquerda\Daniel_esquerda_51.wav,esquerda,1.2,16000,0.15042917351973684,0.038291674,2011.6483287417332,-382.34006,32.009937,19.988455,13.672917,0.6799121,-13.598422,-7.5210314,-4.4912944,-11.106219,-5.8387737,-3.4171834,-2.1726189,-8.158104
dataset\esquerda\Daniel_esquerda_52.wav,esquerda,1.2,16000,0.17441920230263158,0.13044624,1916.2432634551883,-226.83151,67.65549,-5.1712737,25.92127,-3.7199852,1.5249423,-18.6216,1.9907916,-4.805831,-5.488474,-13.610089,3.5945053,-4.445322
dataset\esquerda\Daniel_esquerda_53.wav,esquerda,1.2,16000,0.09355725740131579,0.060881026,1419.4423928851947,-371.82462,40.614372,24.69133,32.080463,-0.93541354,-4.560162,-9.393664,4.2202787,-10.917265,-13.083638,-4.6245623,-2.2366,-15.443218
dataset\esquerda\Daniel_esquerda_54.wav,esquerda,1.2,16000,0.14968390213815788,0.077943906,1507.4382329627867,-343.63477,41.21524,34.59103,29.922386,4.98851,-1.2417431,-14.120605,0.9044078,-2.7681773,-6.455237,-9.832167,-3.7840817,-3.0928423
dataset\esquerda\Daniel_esquerda_55.wav,esquerda,1.2,16000,0.0910387541118421,0.02792246,1589.681956069958,-455.493,73.1653,44.30021,25.347132,14.121634,0.48473057,-7.357544,-12.151545,-6.1099486,-6.3349338,-4.9907775,-4.0868382,-3.5916395
dataset\esquerda\Daniel_esquerda_56.wav,esquerda,1.2,16000,0.11666067023026316,0.028229054,1560.4955267269947,-411.30612,64.61988,25.28009,51.724415,-17.571762,1.4578798,-9.178576,4.746573,-2.660138,-5.9354157,-5.260402,-7.326335,-1.9713209
dataset\esquerda\Daniel_esquerda_57.wav,esquerda,1.2,16000,0.09583162006578948,0.055839546,1254.4132993087355,-359.0416,71.38589,24.746414,25.3256,4.2142277,-2.1512215,-14.011439,-15.007977,-3.9922135,-10.974391,-10.104734,-5.104484,-4.2706637
dataset\esquerda\Daniel_esquerda_58.wav,esquerda,1.2,16000,0.11288291529605263,0.09254306,1416.6847215557516,-236.90384,116.91951,26.212408,37.702606,-18.76482,-10.17713,-24.864334,3.86279,-5.1023307,-5.748251,2.1405997,2.4648976,0.9668773
dataset\esquerda\Daniel_esquerda_59.wav,esquerda,1.2,16000,0.0824938322368421,0.0788942,1465.66426375782,-311.31113,56.185764,22.544977,17.5833,-8.452708,-5.787365,-3.550624,-4.646939,-5.0140467,7.4949694,-7.1193156,-0.4819132,0.47804782
dataset\esquerda\Daniel_esquerda_60.wav,esquerda,1.2,16000,0.14996659128289475,0.05872882,1799.3310064739505,-351.04453,74.82297,38.444,2.1254907,-8.550611,-16.905777,-20.50981,-2.5397058,-10.440932,0.6419342,-7.154883,-3.1286855,-2.1835988
dataset\esquerda\Daniel_esquerda_61.wav,esquerda,1.2,16000,0.09927528782894737,0.06438345,1539.1353035671302,-335.4265,42.585007,17.537691,28.51171,-14.619601,-7.940392,-7.216514,-2.040987,-16.865694,-2.187844,0.5788619,-1.2297068,-1.5409511
dataset\esquerda\Daniel_esquerda_62.wav,esquerda,1.2,16000,0.10043174342105263,0.06485969,1740.2341388808593,-318.04376,63.415546,20.17699,30.311884,-36.30341,-6.8231273,-7.758969,-18.220837,-15.916615,-4.925093,-8.041066,-1.5801392,-8.660369
dataset\esquerda\Daniel_esquerda_63.wav,esquerda,1.2,16000,0.03196957236842105,0.19373699,667.9990146321874,-257.14886,155.10086,48.86564,53.138897,18.667994,14.52763,6.9452314,4.846214,7.168465,1.4807104,0.9242618,9.972496,-0.06378849
dataset\esquerda\Daniel_esquerda_64.wav,esquerda,1.2,16000,0.12837942023026316,0.059528977,1466.4985324733707,-290.19138,104.521,40.49248,56.579308,10.196452,-6.021895,-9.651774,2.3241892,-12.26693,-5.0971637,-12.020073,2.438909,-10.513773
dataset\esquerda\Daniel_esquerda_65.wav,esquerda,1.2,16000,0.1286107113486842,0.098870195,1875.092385479753,-189.71126,80.630196,6.7861214,28.929857,-2.8786502,-7.402343,-2.1995578,-4.211214,-6.1807466,2.0890508,-8.848002,-0.08709611,-6.8986697
dataset\esquerda\Daniel_esquerda_66.wav,esquerda,1.2,16000,0.18101099917763158,0.04333279,1969.9842444646183,-377.58694,62.374756,13.003181,5.053616,-3.5367935,-20.947046,-11.740658,-5.9525924,-17.554544,-3.0130455,-2.208416,-5.56168,-2.9061892
dataset\esquerda\Daniel_esquerda_67.wav,esquerda,1.2,16000,0.12570672286184212,0.058286335,1789.0802147085735,-303.7128,62.984222,7.358637,32.232964,-9.00282,2.2327154,-16.395475,-1.1188245,-20.85509,3.0323048,-11.524306,-3.0628002,2.7408726
dataset\esquerda\Daniel_esquerda_68.wav,esquerda,1.2,16000,0.08687551398026316,0.02554373,1079.8234868785416,-483.42126,67.42325,21.589249,39.402355,19.342636,-7.189798,-7.4448967,-4.1815686,-12.079102,-2.7907598,-13.245688,-4.489367,-5.499794
dataset\esquerda\Daniel_esquerda_69.wav,esquerda,1.2,16000,0.10698499177631579,0.06808753,1364.9215253078683,-376.17172,54.78127,9.577735,38.100185,13.683093,-5.931131,-14.214585,-5.8101015,-1.4508896,2.2163167,-12.133892,5.526468,-12.140547
dataset\esquerda\Daniel_esquerda_70.wav,esquerda,1.2,16000,0.056859066611842105,0.11341243,1244.0436151557644,-249.81938,86.33148,0.8688372,39.18202,10.849137,-15.702858,0.00028816023,2.1105027,-8.825753,-3.102196,5.80448,-5.1035657,2.1871696
dataset\esquerda\Daniel_esquerda_71.wav,esquerda,1.2,16000,0.07917865953947369,0.07317387,1223.6537604003079,-397.26053,78.07249,32.061344,16.304754,-4.3356686,-14.165365,-13.375483,-3.6782515,-9.715511,-7.200679,-10.782831,-4.04871,-5.3956747
dataset\esquerda\jefte_esquerda_72.wav,esquerda,1.2,16000,0.13187448601973684,0.010561171,1300.1828092855037,-560.46857,29.427425,2.2403436,20.368265,-20.612707,-0.9180579,-10.365413,-18.013123,-10.04443,3.3479297,-13.71499,-3.7288864,2.3291547
dataset\esquerda\jefte_esquerda_73.wav,esquerda,1.2,16000,0.18477590460526316,0.0104240775,1935.5687949667397,-527.90546,16.671186,7.9360666,23.288916,-8.298882,-7.6136074,-21.268188,-0.5522782,-7.7683225,-3.9790337,-10.935806,1.7021766,-2.6335447
dataset\esquerda\jefte_esquerda_74.wav,esquerda,1.2,16000,0.13668020148026316,0.006381148,1514.398540845995,-561.64307,57.888523,8.30198,28.54763,0.06359843,1.1834122,-19.659527,-2.7140474,-4.842911,-1.6319985,-8.56534,-3.6933682,-9.44056
dataset\esquerda\jefte_esquerda_75.wav,esquerda,1.2,16000,0.1511744449013158,0.027309155,1853.245473082371,-433.42044,67.21883,15.561019,27.801405,-27.119442,-9.64656,14.184522,-7.8318496,-13.662273,-2.3919837,-9.89694,-2.5927193,-7.5437655
dataset\esquerda\jefte_esquerda_76.wav,esquerda,1.2,16000,0.13635896381578946,0.03348643,1404.89700068601,-444.20303,73.889084,5.3988023,9.432436,1.2897366,-15.666891,-10.022591,-4.8007293,-12.015756,-8.420004,-1.6447599,-7.832461,-4.537276
dataset\esquerda\jefte_esquerda_77.wav,esquerda,1.2,16000,0.14382452713815788,0.01795374,1743.506198234916,-460.21777,16.77463,11.308366,16.731348,-16.585457,-4.7662745,-10.0984,-4.126994,-6.84308,-1.3877777,-5.032205,1.1369582,-10.342966
dataset\esquerda\jefte_esquerda_78.wav,esquerda,1.2,16000,0.3336117393092105,0.061166715,2664.2963542812818,-375.54688,45.56759,40.80769,-13.942167,-14.378643,-24.073572,2.67184,-20.792444,-14.407483,0.5320321,-5.298901,-7.336808,3.784721
dataset\esquerda\jefte_esquerda_79.wav,esquerda,1.2,16000,0.09047337582236842,0.031037983,1057.2202231361232,-446.48965,70.65104,17.600052,19.549711,-4.4688606,-5.2081695,-7.5070486,-11.055915,-13.552248,-1.2803692,-8.046557,0.5858756,0.19266967
dataset\esquerda\jefte_esquerda_80.wav,esquerda,1.2,16000,0.14513517680921054,0.064858645,1829.2971344250152,-329.03284,60.102474,12.787079,5.432705,-7.953227,4.0565743,-28.23708,-1.7881073,-15.812031,7.377872,-9.359117,0.24799891,-1.4456539
dataset\esquerda\jefte_esquerda_81.wav,esquerda,1.2,16000,0.08909847861842106,0.038128655,1428.9258391360738,-359.64395,92.61631,9.327015,34.91976,-3.016871,-3.6779358,-19.758047,1.6458293,-12.934567,-7.9161844,-2.1071782,0.015353002,-3.320731
dataset\esquerda\jefte_esquerda_82.wav,esquerda,1.2,16000,0.15075041118421054,0.01925378,1620.1517945016567,-502.99408,50.18837,23.75042,27.115665,18.590591,-16.934423,-12.586106,2.0038185,-10.341508,-12.14785,-8.794295,-4.628691,-6.888182
dataset\esquerda\jefte_esquerda_83.wav,esquerda,1.2,16000,0.061433490953947366,0.043912586,969.0082806624979,-377.00537,106.659294,-10.996585,19.017578,-6.510249,-21.528238,-8.27269,-11.001438,-11.99992,-7.5415263,-12.782954,-7.280924,-1.3470322
dataset\esquerda\jefte_esquerda_84.wav,esquerda,1.2,16000,0.18606085526315788,0.019765735,2086.238140620595,-477.64716,34.505836,12.582042,25.030876,-25.836882,-11.667877,-5.9041033,-10.757623,-14.553845,-5.728311,-5.88248,-0.73541224,-4.574156
dataset\esquerda\jefte_esquerda_85.wav,esquerda,1.2,16000,0.14451840049342105,0.02025958,2073.7678717935096,-417.9065,47.05937,-1.8134983,28.964863,-23.806074,-21.899788,-25.708017,11.822593,-22.168106,-0.12146541,-4.956258,-7.339643,-0.76437443
dataset\esquerda\Joaquim_esquerda_86.wav,esquerda,1.2,16000,0.09454666940789473,0.021761302,1377.6712545243554,-484.59998,45.821037,19.113928,37.2718,-7.6998324,-28.699877,-18.912254,0.7441659,-22.513084,-3.7984266,-6.423008,4.290792,13.964632
dataset\esquerda\Joaquim_esquerda_87.wav,esquerda,1.2,16000,0.08866159539473684,0.028029047,1895.2478084941367,-337.72867,93.22715,24.573072,17.67603,-6.931881,-10.589256,-7.979221,9.214775,-18.339087,4.7214785,-2.0888531,3.4557695,7.0733643
dataset\esquerda\Joaquim_esquerda_88.wav,esquerda,1.2,16000,0.20067074424342105,0.0665108,2123.5342714149124,-304.032,55.75136,16.67449,7.457208,-31.501009,-8.7569475,-28.572027,-13.034935,-19.59397,-24.029024,-1.7515243,-3.010392,-4.2587156
dataset\esquerda\Joaquim_esquerda_89.wav,esquerda,1.2,16000,0.12275133634868421,0.054682363,1679.5964922166027,-345.19733,72.97936,21.700466,1.4024608,-2.2959278,-16.215408,-27.192612,-7.929562,-24.473309,-13.766369,-10.089221,2.5609243,-10.4946165
dataset\esquerda\Joaquim_esquerda_90.wav,esquerda,1.2,16000,0.11666067023026316,0.051786985,1541.5056463385706,-390.8404,55.804085,17.202621,-6.7495866,-10.176872,-26.923456,-4.0451927,-3.44337,-36.57408,3.3387222,-12.459816,-8.5249605,2.4358826
dataset\esquerda\Kauê_esquerda_100.wav,esquerda,1.2,16000,0.11358963815789473,0.06015721,1366.4419689662711,-366.02576,53.763523,17.537,28.682547,-6.792034,-18.27441,-8.167972,-3.3319483,-7.9530854,0.86457807,-0.39023662,-0.093331136,-0.2569462
dataset\esquerda\Kauê_esquerda_101.wav,esquerda,1.2,16000,0.12412623355263158,0.046971,1390.311852018508,-450.79028,89.04797,11.684547,22.779337,-11.911964,-20.379074,-21.30998,-14.279914,-9.257836,-4.011876,-9.604852,-9.435509,0.81448287
dataset\esquerda\Kauê_esquerda_102.wav,esquerda,1.2,16000,0.16110711348684212,0.11206359,2150.345163274301,-247.70181,53.451763,20.750942,28.635921,-3.1801739,-7.32595,-5.2469254,-4.2648897,-4.895697,5.8973293,-6.525971,1.8955736,1.2311645
dataset\esquerda\Kauê_esquerda_103.wav,esquerda,1.2,16000,0.053877981085526314,0.063448414,894.0463941872915,-404.49054,88.65508,38.508133,34.062687,5.3785634,1.4627901,-14.705813,-3.9555328,0.049959686,-4.051397,-3.2453456,-0.008488906,-1.6795043
dataset\esquerda\Kauê_esquerda_104.wav,esquerda,1.2,16000,0.12132504111842106,0.060880274,1227.4390610486353,-385.85083,18.563108,16.875196,22.09582,6.059935,-4.964212,-3.77084,-3.0653083,-9.551781,-1.6537472,-5.7086735,-1.0568007,-1.771078
dataset\esquerda\Kauê_esquerda_105.wav,esquerda,1.2,16000,0.0964612458881579,0.09001825,1492.286974268,-309.3705,39.456497,18.969406,24.863422,-6.6218834,-15.29184,1.6547787,-6.475924,-11.880109,8.364427,-17.96412,4.8063464,-4.0044117
dataset\esquerda\Kauê_esquerda_106.wav,esquerda,1.2,16000,0.08497378700657894,0.11278913,1161.9514766523214,-282.30508,94.40802,0.5697701,30.145546,6.760612,-6.9902697,-12.086906,-9.677654,1.9627346,-12.699449,-16.506502,-5.91077,-7.310595
dataset\esquerda\Kauê_esquerda_107.wav,esquerda,1.2,16000,0.1172131990131579,0.08458612,1534.8985091664401,-303.168,45.09425,5.4372025,22.011263,-2.5066142,-14.223279,-7.5697293,-7.0488186,-4.2187967,0.034972742,0.35445052,0.61993814,-1.1715816
dataset\esquerda\Kauê_esquerda_108.wav,esquerda,1.2,16000,0.11978310032894737,0.080791615,1575.2235064050406,-325.84412,63.861523,22.623468,27.203548,-1.2737806,-18.279837,-4.8709774,-1.8762488,-12.825277,0.572702,-5.2228518,-5.5109525,-0.84978294
dataset\esquerda\Kauê_esquerda_109.wav,esquerda,1.2,16000,0.13156609786184212,0.123473145,1661.4933299561833,-274.86435,37.13451,21.351954,26.93631,-17.575182,-10.304301,-4.2727933,-3.4033585,-15.812869,4.1378036,-6.0391173,-5.5505333,1.1148391
dataset\esquerda\Kauê_esquerda_110.wav,esquerda,1.2,16000,0.11991159539473684,0.12478223,1694.4089096789187,-292.59686,69.12636,23.560072,17.945751,7.8523827,-4.576594,-7.0841675,7.1021156,-12.562589,7.5783715,-4.299005,-2.9453542,-4.1146255
dataset\esquerda\Kauê_esquerda_111.wav,esquerda,1.2,16000,0.14383737664473684,0.06775193,1969.3774937617861,-339.6506,45.745213,41.46812,40.91704,18.013514,3.4834788,-16.043932,3.604179,0.3404885,-1.6024746,-7.175766,1.9677417,-2.3688612
dataset\esquerda\Kauê_esquerda_112.wav,esquerda,1.2,16000,0.14875873766447367,0.09370351,2147.420355417263,-250.75229,45.311672,12.975099,27.276169,-2.5808651,-8.634473,-6.353013,3.7026825,-7.483294,-0.042377245,-11.563706,2.5313945,-4.8851075
dataset\esquerda\Kauê_esquerda_113.wav,esquerda,1.2,16000,0.08442125822368421,0.03889109,1254.5414126100338,-382.9013,70.95095,4.771506,31.570927,9.42992,-8.560407,-5.5800986,-7.9127975,-1.0732929,-7.63064,-8.645891,2.3726072,-11.138627
dataset\esquerda\Kauê_esquerda_114.wav,esquerda,1.2,16000,0.09500925164473684,0.040403597,1236.5815869347919,-373.4521,96.16011,8.720659,19.715092,15.372806,-2.1561222,-8.5301895,-4.164322,-7.511848,-8.957249,-6.1383553,-6.8228946,-11.58664
dataset\esquerda\Kauê_esquerda_115.wav,esquerda,1.2,16000,0.09463661595394737,0.0510099,1358.8412481399505,-385.0372,66.988716,15.404149,29.041536,12.208179,-8.993745,-18.493904,-5.3731465,-13.936869,-8.07728,-7.338037,-8.602978,-4.90207
dataset\esquerda\Kauê_esquerda_116.wav,esquerda,1.2,16000,0.11848530016447369,0.11388322,1654.1458299239168,-309.23468,35.219933,10.929323,24.151043,-2.1416917,7.124539,-9.821167,-13.416352,-8.199487,-4.251681,-9.245151,-9.844342,-1.3158754
dataset\esquerda\Kauê_esquerda_117.wav,esquerda,1.2,16000,0.11317845394736842,0.07889062,1437.7872269491984,-333.71634,83.538895,45.392727,27.318628,-18.352736,-6.048486,-6.2586017,-8.769095,-9.433866,-4.5437407,-9.728614,-2.0480194,-3.946897
dataset\esquerda\Kauê_esquerda_118.wav,esquerda,1.2,16000,0.18391498766447367,0.10280993,2209.8028810628543,-215.86308,52.27377,6.617552,38.69469,-8.746805,-6.0719414,-4.870709,0.9344063,-16.790268,1.8085159,-8.79451,-0.2519151,-4.7073307
dataset\esquerda\Kauê_esquerda_91.wav,esquerda,1.2,16000,0.07236842105263158,0.025142387,1103.0147720050456,-482.76727,79.835304,21.786667,19.826492,9.846928,-13.510967,-23.261234,-2.7510674,-13.8133,-5.036986,-4.965015,-2.2774627,-1.3768276
dataset\esquerda\Kauê_esquerda_92.wav,esquerda,1.2,16000,0.10510896381578948,0.055304565,1518.573478993804,-338.0528,59.24941,30.870432,8.423293,-9.808678,11.566663,-21.187819,-0.9149742,-7.6461005,-2.7762463,-9.666786,-1.8797508,-1.209115
dataset\esquerda\Kauê_esquerda_93.wav,esquerda,1.2,16000,0.16453793174342105,0.059029292,1910.4337122000852,-354.2807,50.38547,-16.310575,54.532227,1.8662999,-6.040141,-13.551236,-3.887345,-5.0788493,-2.2147975,-14.090202,3.610743,-5.620806
dataset\esquerda\Kauê_esquerda_94.wav,esquerda,1.2,16000,0.12217310855263158,0.12327371,1717.8403892101323,-254.89525,69.77683,5.762286,20.377144,-3.9254954,-11.125191,1.2857565,-1.1747926,-17.267365,2.1800985,-4.92183,-5.653366,2.3834074
dataset\esquerda\Kauê_esquerda_95.wav,esquerda,1.2,16000,0.10301449424342106,0.07255288,1347.2380442294193,-359.76645,65.3895,27.73008,-0.027522739,-17.92809,1.1313974,-5.2116327,-5.5457077,-11.451852,-0.96850646,-14.064138,1.6834339,-0.12835962
dataset\esquerda\Kauê_esquerda_96.wav,esquerda,1.2,16000,0.17625668174342105,0.123697266,2089.30334495485,-206.36447,68.03315,7.794178,24.41301,-5.449576,-11.681003,-9.303339,-4.4910655,-16.190372,5.758117,-0.16734794,6.967047,5.167217
dataset\esquerda\Kauê_esquerda_97.wav,esquerda,1.2,16000,0.1118421052631579,0.061439943,1299.411191385557,-392.05676,25.982122,17.63869,20.206514,-14.117246,-10.115625,-5.2331653,2.136559,-12.037549,3.4110851,-0.5374144,3.0847554,-6.8612895
